_id	data	hora	natureza_acidente	situacao	bairro	endereco	numero	detalhe_endereco_acidente	complemento	endereco_cruzamento	numero_cruzamento	referencia_cruzamento	bairro_cruzamento	tipo	descricao	auto	moto	ciclom	ciclista	pedestre	onibus	caminhao	viatura	outros	vitimas	vitimasfatais
7724	2016-09-18T00:00:00	22:28:00	SEM VÍTIMA	CANCELADA	JARDIM SÃO PAULO	RUA LEANDRO BARRETO	146	""	EM FRENTE DA FARMA LIDER E PIZZARIA MANOS BURGUER	RUA LEANDRO BARRETO	146	EM FRENTE DA FARMA LIDER E PIZZARIA MANOS BURGUER	JARDIM SÃO PAULO	COLISÃO	2 AUTO E MOTO	2	1								0	
7725	2016-09-18T00:00:00	22:49:00	SEM VÍTIMA	FINALIZADA	TOTÓ	RUA PAULINO DE FARIAS	440	""	PROX. A DEDE BARBEIRO E ACADEMIA NOVA ERA	RUA PAULINO DE FARIAS	440	PROX. A DEDE BARBEIRO E ACADEMIA NOVA ERA	TOTÓ	COLISÃO	DOIS AUTO	2									0	
7726	2016-09-19T00:00:00	06:21:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA DOM BOSCO	""	""	CRUZ. COM AV CONDE DA BOA VISTA	RUA DOM BOSCO	0	CRUZ. COM AV CONDE DA BOA VISTA	BOA VISTA	COLISÃO	COLISÃO ENVOLVENDO ONIBUS	1					1				0	
7727	2016-09-19T00:00:00	07:16:00	SEM VÍTIMA	FINALIZADA	PRADO	RUA PADRE TEOFILO TWORZ	131	""	EM FRENTE DA IGREJA PRESBITERIANA DO PRADO	RUA PADRE TEOFILO TWORZ	131	EM FRENTE DA IGREJA PRESBITERIANA DO PRADO	PRADO	COLISÃO	COL.SV.SET.ABIDIAS	2									0	
7728	2016-09-19T00:00:00	07:49:00	SEM VÍTIMA	FINALIZADA	ESPINHEIRO	AV GOVERNADOR AGAMENON MAGALHAES	XX	""	SENTIDO JOANA BEZERRA EM FRENTE AO CREA	AV GOVERNADOR AGAMENON MAGALHAES	XX	SENTIDO JOANA BEZERRA EM FRENTE AO CREA	ESPINHEIRO	COLISÃO	COLISÃO SEM VITIMAS	1					1				0	
7729	2016-09-19T00:00:00	08:02:00	SEM VÍTIMA	FINALIZADA	CAMPO GRANDE	RUA ODORICO MENDES	XX	""	EM FRENTE AO CLUBE DAS PÁS	RUA ODORICO MENDES	XX	EM FRENTE AO CLUBE DAS PÁS	CAMPO GRANDE	COLISÃO	COLISÃO SEM VITIMAS	1	1								0	
7730	2016-09-19T00:00:00	08:07:00	SEM VÍTIMA	FINALIZADA	MADALENA	RUA REAL DA TORRE	159	""	EM FRENTE AO MARTELINHO DE OURO	RUA REAL DA TORRE	159	EM FRENTE AO MARTELINHO DE OURO	MADALENA	COLISÃO	COLISÃO SEM VÍTIMA	1						1			0	
7731	2016-09-19T00:00:00	08:33:00	SEM VÍTIMA	FINALIZADA	CASA FORTE	AV DEZESSETE DE AGOSTO	209	""	EM FRENTE DO LABORATORIO CIDRIM VACINAS	AV DEZESSETE DE AGOSTO	209	EM FRENTE DO LABORATORIO CIDRIM VACINAS	CASA FORTE	COLISÃO	COL.S/V SET.SUB GM JA NO LOCAL	1	1								0	
7732	2016-09-19T00:00:00	08:38:00	SEM VÍTIMA	FINALIZADA	ILHA JOANA BEZERRA	AV DES GUERRA BARRETO	XX	""	POR TRÁS DO FORUM JOANA BEZERRA	AV DES GUERRA BARRETO	XX	POR TRÁS DO FORUM JOANA BEZERRA	ILHA JOANA BEZERRA	COLISÃO	COLISÃO SEM VÍTIMA	1	1								0	
7733	2016-09-19T00:00:00	08:53:00	SEM VÍTIMA	FINALIZADA	PRADO	RUA PADRE TEOFILO TWORZ	""	""	""	RUA PADRE TEOFILO TWORZ	0	0	PRADO	COLISÃO	COLISAO ENTRE ONIBUS E AUTO	1					1				0	
7734	2016-09-19T00:00:00	09:00:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	AV CAXANGA	""	""	EM FRENTE AO GOLF CLUBE SENT. CIDADE AO LADO DO POSTO IPIRANGA	AV CAXANGA	0	EM FRENTE AO GOLF CLUBE SENT. CIDADE AO LADO DO POSTO IPIRANGA	CAXANGÁ	COLISÃO	COL.S/V SET.CD	3									0	
7735	2016-09-19T00:00:00	09:16:00	SEM VÍTIMA	FINALIZADA	IPUTINGA	EST DO BARBALHO	""	""	DENTRO DO ESTACIONAMENTO DO DETRAN	EST DO BARBALHO	0	DENTRO DO ESTACIONAMENTO DO DETRAN	IPUTINGA	COLISÃO	SEM VÍTIMAS	2									0	
7736	2016-09-19T00:00:00	09:27:00	SEM VÍTIMA	FINALIZADA	SOLEDADE	RUA BISPO CARDOSO AYRES	252	""	PX DO COMITER CIDA PEDROSA,PX DA FACULDADE ESUDA	RUA BISPO CARDOSO AYRES	252	PX DO COMITER CIDA PEDROSA,PX DA FACULDADE ESUDA	SOLEDADE	CHOQUE	COL.S/V	1									0	
7737	2016-09-19T00:00:00	09:29:00	COM VÍTIMA	FINALIZADA	VÁRZEA	RUA GOVERNADOR LEOPOLDO NEVES	100	""	EM FRENTE A EMPRESA DE TRANSPORTE TRANSOLIVEIRA	RUA GOVERNADOR LEOPOLDO NEVES	100	EM FRENTE A EMPRESA DE TRANSPORTE TRANSOLIVEIRA	VÁRZEA	COLISÃO	COLISÃO COM 1 VITIMA SOCORRIDO PELO SAMU	1	1								1	
7738	2016-09-19T00:00:00	11:37:00	SEM VÍTIMA	FINALIZADA	PINA	RUA DAS OFICINAS	53	""	RESIDENCIA.	RUA DAS OFICINAS	53	RESIDENCIA.	PINA	COLISÃO	SEM VÍTIMAS.	2									0	
7739	2016-09-19T00:00:00	11:38:00	SEM VÍTIMA	FINALIZADA	SÃO JOSÉ	RUA PRIMEIRO DE MARCO	32	""	EM FRENTE AO DIARIO DE PERNAMBUCO	RUA PRIMEIRO DE MARCO	32	EM FRENTE AO DIARIO DE PERNAMBUCO	SÃO JOSÉ	COLISÃO	COL.S/V	1					1				0	
7740	2016-09-19T00:00:00	11:46:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	AV BOA VIAGEM	3804	""	PROXIMO AO RECIFE PALACE	AV BOA VIAGEM	3804	PROXIMO AO RECIFE PALACE	BOA VIAGEM	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
7741	2016-09-19T00:00:00	13:30:00	COM VÍTIMA	FINALIZADA	AFOGADOS	RUA DA PAZ	200	""	EM FRENTE A CAIXA ECONOMICA / SENT SUB	RUA DA PAZ	200	EM FRENTE A CAIXA ECONOMICA / SENT SUB	AFOGADOS	COLISÃO	DOIS AUTOS	2									1	
7742	2016-09-19T00:00:00	13:49:00	SEM VÍTIMA	FINALIZADA	CORDEIRO	RUA N S DA SAUDE	""	""	CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE	RUA N S DA SAUDE	0	CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE	CORDEIRO	COLISÃO	COLISAO ENTRE AUTOS	2									0	
7743	2016-09-19T00:00:00	14:43:00	SEM VÍTIMA	FINALIZADA	ESTÂNCIA	AV JOAO CABRAL DE MELO NETO	""	""	EM FRENTE AO CERPE	AV JOAO CABRAL DE MELO NETO	0	EM FRENTE AO CERPE	ESTÂNCIA	COLISÃO	COLISÃO ENVOLVENDO 3 AUTOS	3									0	
7744	2016-09-19T00:00:00	14:52:00	SEM VÍTIMA	CANCELADA	ESPINHEIRO	RUA DA HORA	XX	""	AO LADO DO HOSPITAL UNICORDIS	RUA DA HORA	XX	AO LADO DO HOSPITAL UNICORDIS	ESPINHEIRO	COLISÃO	COLISÃO ENTRE AUTO E ÔNIBUS	1					1				0	
7745	2016-09-19T00:00:00	15:02:00	COM VÍTIMA	FINALIZADA	BRASÍLIA TEIMOSA	AV BRASILIA FORMOSA	48	""	ORLA DO PINA	AV BRASILIA FORMOSA	48	ORLA DO PINA	BRASÍLIA TEIMOSA	COLISÃO	MOTO E AUTO	1	1								1	
7746	2016-09-19T00:00:00	15:05:00	SEM VÍTIMA	FINALIZADA	ARRUDA	AV BEBERIBE	1628	""	APOS O CAMPO DO ARRUDA NO SEMAFORO 064	AV BEBERIBE	1628	APOS O CAMPO DO ARRUDA NO SEMAFORO 064	ARRUDA	COLISÃO	COLISAO DE CAMINHAO PIPA E AUTO	1						1			0	
7747	2016-09-19T00:00:00	15:33:00	SEM VÍTIMA	FINALIZADA	ILHA JOANA BEZERRA	VDO PAPA JOAO PAULO II	""	""	NA SUBIDA DO VIADUTO JOANA BEZERRA AO LADO DA INTEGRAÇAO E DA AACD	VDO PAPA JOAO PAULO II	0	NA SUBIDA DO VIADUTO JOANA BEZERRA AO LADO DA INTEGRAÇAO E DA AACD	ILHA JOANA BEZERRA	COLISÃO	COLISAO DE DOIS AUTOS S/V	2									0	
7748	2016-09-19T00:00:00	15:58:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV BOA VIAGEM	5030	""	ANTES DA FEIRINHA DE BOA VIAGEM, NO SEMAFORO 483 EM FRENTE DO EDF. LUIZ DIAS LINS	AV BOA VIAGEM	5030	ANTES DA FEIRINHA DE BOA VIAGEM, NO SEMAFORO 483 EM FRENTE DO EDF. LUIZ DIAS LINS	BOA VIAGEM	ENGAVETAMENTO	TRES AUTOS	3									0	
7749	2016-09-19T00:00:00	16:06:00	SEM VÍTIMA	FINALIZADA	ILHA DO RETIRO	AV ENGENHEIRO ABDIAS DE CARVALHO	""	""	E/F AO SPORT - SENT SUB	AV ENGENHEIRO ABDIAS DE CARVALHO	0	E/F AO SPORT - SENT SUB	ILHA DO RETIRO	COLISÃO	COLISAO ENTRE AUTO E CAMINHAO	1						1		1	0	
7750	2016-09-19T00:00:00	16:30:00	SEM VÍTIMA	FINALIZADA	CORDEIRO	AV INACIO MONTEIRO	78	""	AO LADO DO POSTO DE GASOLINA FEDERAL, NO SEMAFORO 234	AV INACIO MONTEIRO	78	AO LADO DO POSTO DE GASOLINA FEDERAL, NO SEMAFORO 234	CORDEIRO	TOMBAMENTO	POSTE CAIU SOBRE VEICULO	1									0	
7751	2016-09-19T00:00:00	16:38:00	SEM VÍTIMA	FINALIZADA	SANTO ANTÔNIO	AV DANTAS BARRETO	""	""	SEMAFORO 181 / FAIXA DIREITA / SENT CIDADE	AV DANTAS BARRETO	0	SEMAFORO 181 / FAIXA DIREITA / SENT CIDADE	SANTO ANTÔNIO	COLISÃO	ONIBUS E AUTO	1					1				0	
7752	2016-09-19T00:00:00	16:43:00	SEM VÍTIMA	FINALIZADA	TEJIPIÓ	AV PADRE IBIAPINA	""	""	E/F AO TERMINAO DE TEJIPIO	AV PADRE IBIAPINA	0	E/F AO TERMINAO DE TEJIPIO	TEJIPIÓ	COLISÃO	COLISAO ENTRE AUTO E ONIBUS	1					1				0	
7753	2016-09-19T00:00:00	17:42:00	SEM VÍTIMA	CANCELADA	SÃO JOSÉ	AV SUL	""	""	SEMAÁFORO 260 / ENTRADA DO CABANGA	AV SUL	0	SEMAÁFORO 260 / ENTRADA DO CABANGA	SÃO JOSÉ	COLISÃO	COLISÃO ENVOLVENDO DOIS AUTOS	2									0	
7754	2016-09-19T00:00:00	18:23:00	SEM VÍTIMA	FINALIZADA	CASA FORTE	AV DEZESSETE DE AGOSTO	1339	""	PROX AO CPOR	AV DEZESSETE DE AGOSTO	1339	PROX AO CPOR	CASA FORTE	COLISÃO	FORD/ KA E NISSAN	2									0	
7755	2016-09-19T00:00:00	18:57:00	SEM VÍTIMA	EM ATENDIMENTO	BOA VIAGEM	RUA FELIX DE BRITO E MELO	""	""	SEMAFORO 545	RUA FELIX DE BRITO E MELO	0	SEMAFORO 545	BOA VIAGEM	COLISÃO	COLISAO ENTRE DOIS AUTOS S/V	2									0	
7756	2016-09-19T00:00:00	19:57:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA PROFESSOR AUGUSTO LINS E SILVA	""	""	COM A MARIO DE CASTRO ENFR AO COLEGIO MADRE DE DEUS	RUA PROFESSOR AUGUSTO LINS E SILVA	0	COM A MARIO DE CASTRO ENFR AO COLEGIO MADRE DE DEUS	BOA VIAGEM	COLISÃO	DOIS AUTO	2									0	
7757	2016-09-19T00:00:00	20:04:00	SEM VÍTIMA	FINALIZADA	ALTO DO MANDU	AV NORTE	6674	""	PROX AO POSTO BR DA AV NORTE APOIS BARRO LIMA SENTIDO ENTEGRAÇÃO DA MACAXEIRA	AV NORTE	6674	PROX AO POSTO BR DA AV NORTE APOIS BARRO LIMA SENTIDO ENTEGRAÇÃO DA MACAXEIRA	ALTO DO MANDU	COLISÃO	CAMINHAO TRUCK X AUTO	1						1			0	
7758	2016-09-19T00:00:00	20:21:00	COM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA ERNESTO DE PAULA SANTOS	""	""	EM FRENTE A PADARIA DELICATESSEM, NA DESCIDA DO VIADUTO	RUA ERNESTO DE PAULA SANTOS	0	EM FRENTE A PADARIA DELICATESSEM, NA DESCIDA DO VIADUTO	BOA VIAGEM	ATROPELAMENTO	ATROPELAMENTO DE UM CARROCEIRO EMBRIAGADO	1				1					1	
7759	2016-09-19T00:00:00	22:09:00	SEM VÍTIMA	FINALIZADA	PAISSANDU	RUA PAISSANDU	""	""	SEMAFORO 069, PROX. AO BANCO ITAU	RUA PAISSANDU	0	SEMAFORO 069, PROX. AO BANCO ITAU	PAISSANDU	COLISÃO	COLISAO ENTRE DOIS AUTOS S/V	2									0	
7760	2016-09-20T00:00:00	07:11:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	AV CAXANGA	""	""	NA SUBIDA DA PONTE, SENTIDO CAMARAGIBE.	AV CAXANGA	0	NA SUBIDA DA PONTE, SENTIDO CAMARAGIBE.	CAXANGÁ	COLISÃO	SEM VÍTIMAS	2									0	
7761	2016-09-20T00:00:00	07:11:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	AV CRUZ CABUGA	XX	""	EM FRENTE A HONDA SENTIDO OLINDA	AV CRUZ CABUGA	XX	EM FRENTE A HONDA SENTIDO OLINDA	SANTO AMARO	COLISÃO	COLISÃO SEM VÍTIMA	1					1				0	
7762	2016-09-20T00:00:00	07:23:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	RUA CAPITAO LIMA	347	""	EM FRENTE AO RESTAURANTE SABOR DO LIMA	RUA CAPITAO LIMA	347	EM FRENTE AO RESTAURANTE SABOR DO LIMA	SANTO AMARO	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
7763	2016-09-20T00:00:00	07:40:00	SEM VÍTIMA	FINALIZADA	JORDÃO	RUA DR ALVARO FERRAZ	70	""	E/F A FARMACIA BRILHANTE	RUA DR ALVARO FERRAZ	70	E/F A FARMACIA BRILHANTE	JORDÃO	COLISÃO	SEM VÍTIMAS.	1								1	0	
7764	2016-09-20T00:00:00	07:58:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV BOA VIAGEM	3906	""	EM FRENTE AO EDIFICIO ANA CELINA	AV BOA VIAGEM	3906	EM FRENTE AO EDIFICIO ANA CELINA	BOA VIAGEM	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
7765	2016-09-20T00:00:00	08:00:00	SEM VÍTIMA	FINALIZADA	MADALENA	RUA BENFICA	1059	""	EM FRENTE AO MARTELINHO DE OURO SENTIDO CIDADE	RUA BENFICA	1059	EM FRENTE AO MARTELINHO DE OURO SENTIDO CIDADE	MADALENA	COLISÃO	SEM VITIMAS	2									0	
7766	2016-09-20T00:00:00	08:08:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA DEZ DE JULHO	""	""	SEMAFORO 572	RUA DEZ DE JULHO	0	SEMAFORO 572	BOA VIAGEM	COLISÃO	SEM VITIMAS	2									0	
7767	2016-09-20T00:00:00	08:20:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	RUA DA PAZ	224	""	EM FRENTE A CAIXA ECONOMICA	RUA DA PAZ	224	EM FRENTE A CAIXA ECONOMICA	AFOGADOS	COLISÃO	COLISÃO SEM VÍTIMA	1	1								0	
7768	2016-09-20T00:00:00	09:05:00	COM VÍTIMA	FINALIZADA	SANTO AMARO	AV MILITAR	""	""	ENTRADA DO FORTE DO BRUN,EM FRENTE A PRAÇA DO PILAR	AV MILITAR	0	ENTRADA DO FORTE DO BRUN,EM FRENTE A PRAÇA DO PILAR	SANTO AMARO	COLISÃO	COM UMA VITIMA	1	1								1	
7769	2016-09-20T00:00:00	09:13:00	COM VÍTIMA	FINALIZADA	IBURA	LAD DA COHAB	""	""	AO LADO DO MERCADINHO DE CICERO	LAD DA COHAB	0	AO LADO DO MERCADINHO DE CICERO	IBURA	COLISÃO	COM DUAS VITIMAS	1	1								2	
7770	2016-09-20T00:00:00	09:18:00	SEM VÍTIMA	FINALIZADA	TORRE	AV BEIRA RIO	""	""	SEMAFORO Nº077	AV BEIRA RIO	0	SEMAFORO Nº077	TORRE	COLISÃO	COL.S/V	2									0	
7771	2016-09-20T00:00:00	09:22:00	SEM VÍTIMA	FINALIZADA	TAMARINEIRA	EST VELHA DE AGUA FRIA	""	""	SEMAFORO Nº 062 PX DA FERREIRA COSTA	EST VELHA DE AGUA FRIA	0	SEMAFORO Nº 062 PX DA FERREIRA COSTA	TAMARINEIRA	COLISÃO	COL.S/V,SET AGUA FRIA	2									0	
7772	2016-09-20T00:00:00	10:26:00	SEM VÍTIMA	CANCELADA	PINA	RUA ARQUITETO AUGUSTO REINALDO	869	""	E/F A JEEP	RUA ARQUITETO AUGUSTO REINALDO	869	E/F A JEEP	PINA	COLISÃO	SEM VÍTIMAS	2									0	
7773	2016-09-20T00:00:00	10:27:00	SEM VÍTIMA	FINALIZADA	ARRUDA	EST VELHA DE AGUA FRIA	""	""	PROXIMO A FERREIRA COSTA	EST VELHA DE AGUA FRIA	0	PROXIMO A FERREIRA COSTA	ARRUDA	COLISÃO	BATEDOR FIGUEIROA FAZENDO B.O,SEM VITMAS	2									0	
7774	2016-09-20T00:00:00	11:02:00	SEM VÍTIMA	FINALIZADA	PARNAMIRIM	AV DEZESSETE DE AGOSTO	71	""	PADARIA MUTTI	AV DEZESSETE DE AGOSTO	71	PADARIA MUTTI	PARNAMIRIM	COLISÃO	SEM VÍTIMAS	1						1			0	
7775	2016-09-20T00:00:00	11:06:00	SEM VÍTIMA	FINALIZADA	ILHA DO RETIRO	RUA JOAO ELISIO RAMOS	""	""	AO LADO DA PORTARIA PRINCIPAL DO ESTADIO DO SPORT	RUA JOAO ELISIO RAMOS	0	AO LADO DA PORTARIA PRINCIPAL DO ESTADIO DO SPORT	ILHA DO RETIRO	COLISÃO	SEM VITIMAS	2									0	
7776	2016-09-20T00:00:00	12:11:00	SEM VÍTIMA	FINALIZADA	MUSTARDINHA	AV MANOEL GONCALVES DA LUZ	""	""	PX AO SUPERMERCADO EXTRA BOM	AV MANOEL GONCALVES DA LUZ	0	PX AO SUPERMERCADO EXTRA BOM	MUSTARDINHA	COLISÃO	COLISAO ENTRE CAMINHAO E AUTO	1						1			0	
7777	2016-09-20T00:00:00	12:16:00	SEM VÍTIMA	FINALIZADA	GRAÇAS	AV RUI BARBOSA	""	""	E/F AO COLEGIO MARISTA SAO LUIZ	AV RUI BARBOSA	0	E/F AO COLEGIO MARISTA SAO LUIZ	GRAÇAS	COLISÃO	COLISAO ENTRE AUTO E MOTOS	1	2								0	
7778	2016-09-20T00:00:00	12:24:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	RUA RIBEIRO DE BRITO	554	""	EMPRESARIAL MONTEIRO DE MELO	RUA RIBEIRO DE BRITO	554	EMPRESARIAL MONTEIRO DE MELO	BOA VIAGEM	COLISÃO	ENTRE DOIS AUTOS	2									0	
7779	2016-09-20T00:00:00	14:02:00	SEM VÍTIMA	CANCELADA	PASSARINHO	RUA VISCONDE DE GARRETT	27	""	OCUPAÇÃO VILA ESPERANÇA PROXIMO AO CASTELINHO	RUA VISCONDE DE GARRETT	27	OCUPAÇÃO VILA ESPERANÇA PROXIMO AO CASTELINHO	PASSARINHO	COLISÃO	ENTRE DOIS AUTOS	2									0	
7780	2016-09-20T00:00:00	16:51:00	SEM VÍTIMA	FINALIZADA	ROSARINHO	RUA TELES JUNIOR	493	""	COM A RUA SANTOS DUMONT / ESQ COM A PADARIA PAO DE FORNO	RUA TELES JUNIOR	493	COM A RUA SANTOS DUMONT / ESQ COM A PADARIA PAO DE FORNO	ROSARINHO	COLISÃO	MOTO E AUTO PASSEIO	1	1								0	
7781	2016-09-20T00:00:00	16:58:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	AV JOAQUIM RIBEIRO	SEMAFORO 281	""	NA FRENTE DA UPA E POSTO DE GASOLINA SHELL	AV JOAQUIM RIBEIRO	SEMAFORO 281	NA FRENTE DA UPA E POSTO DE GASOLINA SHELL	CAXANGÁ	COLISÃO	ENTRE UM AUTO E UM CAMINHÃO	1						1			0	
7782	2016-09-20T00:00:00	17:57:00	COM VÍTIMA	FINALIZADA	DERBY	RUA HENRIQUE DIAS	""	""	NO CRUZAMENTO DA HENRIQUE DIAS COM AGAMENOM	RUA HENRIQUE DIAS	0	NO CRUZAMENTO DA HENRIQUE DIAS COM AGAMENOM	DERBY	COLISÃO	COLISAO ENTRE AUTO E MOTO	1	1								1	
7783	2016-09-20T00:00:00	18:33:00	COM VÍTIMA	FINALIZADA	BOA VISTA	AV GOVERNADOR AGAMENON MAGALHAES	""	""	SENTIDO OLINDA NA LOCAL ENFR A FACULDADE SAO MIGUEL	AV GOVERNADOR AGAMENON MAGALHAES	0	SENTIDO OLINDA NA LOCAL ENFR A FACULDADE SAO MIGUEL	BOA VISTA	COLISÃO	AUTO E MOTO OBS: GM ESTA NO LOCAL	1	1								1	
7784	2016-09-20T00:00:00	18:47:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	AV GOVERNADOR AGAMENON MAGALHAES	XX	""	EM FRENTE A IMBRATEL SENT. BOA VIAGEM	AV GOVERNADOR AGAMENON MAGALHAES	XX	EM FRENTE A IMBRATEL SENT. BOA VIAGEM	SANTO AMARO	COLISÃO	AUTO E ONIBUS	1					1				0	
7785	2016-09-20T00:00:00	18:52:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	RUA SARGENTO SILVINO DE MACEDO	""	""	ENFR A LACOMEC CRUZ COM A JOSE DA SILVA LUCENA	RUA SARGENTO SILVINO DE MACEDO	0	ENFR A LACOMEC CRUZ COM A JOSE DA SILVA LUCENA	IMBIRIBEIRA	COLISÃO	DOIS AUTO	2									0	
7786	2016-09-20T00:00:00	19:02:00	SEM VÍTIMA	FINALIZADA	ENGENHO DO MEIO	AV MARIO ALVARES PEREIRA DE LYRA	XX	""	CRUZAMENTO COM RUA CHAVIER DE BRITO, NO SEMAFORO 134	AV MARIO ALVARES PEREIRA DE LYRA	XX	CRUZAMENTO COM RUA CHAVIER DE BRITO, NO SEMAFORO 134	ENGENHO DO MEIO	COLISÃO	DOIS AUTO	2									0	
7787	2016-09-20T00:00:00	19:30:00	SEM VÍTIMA	FINALIZADA	CASA FORTE	AV DEZESSETE DE AGOSTO	2049	""	EM FRENTE A PADARIA ARAMAZEM CAPELA E ANTES DA FARMACIA PAGUE MENOS	AV DEZESSETE DE AGOSTO	2049	EM FRENTE A PADARIA ARAMAZEM CAPELA E ANTES DA FARMACIA PAGUE MENOS	CASA FORTE	ENGAVETAMENTO	TRES AUTOS	3									0	
7788	2016-09-20T00:00:00	20:00:00	SEM VÍTIMA	CANCELADA	CORDEIRO	AV PROFESSOR ESTEVAO FRANCISCO DA COSTA	36	""	EM FRENTE DO LAVA-JATO MARTELINHO PREMIUN E POSTO DE GASOLINA PETROCAL QUE ESTAR EM REFORMA	AV PROFESSOR ESTEVAO FRANCISCO DA COSTA	36	EM FRENTE DO LAVA-JATO MARTELINHO PREMIUN E POSTO DE GASOLINA PETROCAL QUE ESTAR EM REFORMA	CORDEIRO	COLISÃO	DOIS AUTOS	2									0	
7789	2016-09-20T00:00:00	20:32:00	SEM VÍTIMA	FINALIZADA	CAMPO GRANDE	RUA ODORICO MENDES	XX	""	PROX. A CENTRAL DE FLAGRANTES E ORLANDO AUTO PEÇAS	RUA ODORICO MENDES	XX	PROX. A CENTRAL DE FLAGRANTES E ORLANDO AUTO PEÇAS	CAMPO GRANDE	COLISÃO	AMBULANCIA E AUTO	1								1	0	
7790	2016-09-20T00:00:00	22:10:00	SEM VÍTIMA	FINALIZADA	ILHA DO RETIRO	AV ENGENHEIRO ABDIAS DE CARVALHO	""	""	NO POSTO EXTRA PROX AO EXTRA	AV ENGENHEIRO ABDIAS DE CARVALHO	0	NO POSTO EXTRA PROX AO EXTRA	ILHA DO RETIRO	COLISÃO	DOIS AUTO	2									0	
7791	2016-09-21T00:00:00	07:24:00	SEM VÍTIMA	CANCELADA	DERBY	RUA DR SEVERINO PINHEIRO	""	""	SOB A PONTE ESTACIO COIMBRA	RUA DR SEVERINO PINHEIRO	0	SOB A PONTE ESTACIO COIMBRA	DERBY	COLISÃO	COL.S/V.SET CD	1					1				0	
7792	2016-09-21T00:00:00	08:21:00	SEM VÍTIMA	CANCELADA	SAN MARTIN	RUA DELMIRO GOUVEIA	""	""	AO LADO DA CHESF	RUA DELMIRO GOUVEIA	0	AO LADO DA CHESF	SAN MARTIN	COLISÃO	S/VT	2									0	
7793	2016-09-21T00:00:00	07:57:00	COM VÍTIMA	FINALIZADA	PINA	AV ANTONIO DE GOES	XX	""	EM FRENTE A SECRETÁRIA DE ADMINISTRAÇÃO, FAIXA DA ESQUERDA	AV ANTONIO DE GOES	XX	EM FRENTE A SECRETÁRIA DE ADMINISTRAÇÃO, FAIXA DA ESQUERDA	PINA	COLISÃO	COLISÃO ENTRE AUTO E MOTO, COM VÍTIMA	1	1								2	
7794	2016-09-21T00:00:00	08:04:00	COM VÍTIMA	FINALIZADA	BARRO	AV DR JOSE RUFINO	1789	""	EM FRENTE A IGREJA MUNDIAL JESUS CRISTO	AV DR JOSE RUFINO	1789	EM FRENTE A IGREJA MUNDIAL JESUS CRISTO	BARRO	COLISÃO	COLISÃO COM 1 VITIMA A ESPERA DO SAMU	1	1								1	
7795	2016-09-21T00:00:00	08:43:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	LARGO DA PAZ	""	""	SEMAFORO N°528	LARGO DA PAZ	0	SEMAFORO N°528	AFOGADOS	COLISÃO	COL.S/V.SET CD	1	1								0	
7796	2016-09-21T00:00:00	08:46:00	SEM VÍTIMA	CANCELADA	SANTO AMARO	RUA FREI CASSIMIRO	""	""	C/ R. TREZE DE MAIO, Nº 914	RUA FREI CASSIMIRO	0	C/ R. TREZE DE MAIO, Nº 914	SANTO AMARO	COLISÃO	SEM DETALHES. INSP. NÃO SOUBE PASSAR MAIS INFORMAÇÕES										0	
7797	2016-09-21T00:00:00	09:08:00	SEM VÍTIMA	FINALIZADA	SÃO JOSÉ	RUA VIDAL DE NEGREIROS	189	""	EM FRENTE A TURMA DO SABERE	RUA VIDAL DE NEGREIROS	189	EM FRENTE A TURMA DO SABERE	SÃO JOSÉ	COLISÃO	COLISÃO SEM VÍTIMA / GM NO LOCAL	2									0	
7798	2016-09-21T00:00:00	09:21:00	SEM VÍTIMA	FINALIZADA	TORRE	RUA PROFESSORA ANGELA PINTO	95	""	EM FRENTE AO LAVA JATO DA TORRE	RUA PROFESSORA ANGELA PINTO	95	EM FRENTE AO LAVA JATO DA TORRE	TORRE	COLISÃO	COLISÃO SEM VÍTIMA	2									0	
